id,roundId,easting,northing,depotId,dayId
6565,0_1,532935.3992,179951.9325,1,1
6567,2_1,531368.8917,180132.9041,3,1
6568,7_1,530672.1171,181322.7595,4,1
6570,0_1,533482.7811,179744.8533,1,1
6571,4_1,532495.1948,180317.4039,1,1
6572,4_1,532638.7964,180247.5237,1,1
6574,1_1,531691.9178,181831.8703,2,1
6575,4_1,532022.1312,180118.6403,1,1
6576,3_1,533304.026,181877.6806,4,1
6577,6_1,533568.2332,180775.9605,3,1
6578,5_1,532827.6759,181647.4882,2,1
6579,4_1,532592.2136,180185.7984,1,1
6580,1_1,532322.6271,181786.6688,2,1
6581,7_1,531091.9678,181132.422,4,1
6582,7_1,531276.1667,181456.3543,4,1
6583,5_1,532257.7202,180888.2782,2,1
6584,3_1,533955.1317,181526.2085,4,1
6585,4_1,532189.7622,179765.8101,1,1
6586,5_1,533126.7244,181310.7979,2,1
6588,1_1,532204.6707,181961.418,2,1
6589,0_1,533871.5877,179359.8186,1,1
6590,7_1,531268.5072,181628.2069,4,1
6592,3_1,533551.5301,181480.1453,4,1
6594,4_1,532062.4115,179832.4036,1,1
6595,2_1,531639.2245,179473.4658,3,1
6596,2_1,531471.9108,179313.6815,3,1
6597,0_1,533982.3413,179525.7416,1,1
6598,4_1,532331.6244,179582.491,1,1
6599,5_1,532890.0522,181090.5395,2,1
6600,7_1,531149.4078,181686.7939,4,1
6601,2_1,530674.778,179710.3719,3,1
6602,1_1,531957.6725,181403.3332,2,1
6603,5_1,532538.2617,181838.681,2,1
6604,6_1,533337.7943,181096.2828,3,1
6605,4_1,531887.122,179253.5696,1,1
6606,1_1,531893.3874,181344.4013,2,1
6607,5_1,532647.7778,181673.4894,2,1
6608,5_1,532366.4574,181638.2925,2,1
6610,4_1,532267.3991,180215.6856,1,1
6611,4_1,532476.7964,179747.0864,1,1
6612,2_1,530744.2222,180065.9346,3,1
6613,0_1,533554.2235,179643.8452,1,1
6614,3_1,533191.3923,181492.8061,4,1
6615,1_1,532115.8763,181891.0356,2,1
6616,7_1,530772.6333,181796.4726,4,1
6617,0_1,534092.577,179446.9084,1,1
6618,5_1,532827.4641,180864.9346,2,1
6620,5_1,532872.3868,181129.9713,2,1
6621,7_1,531239.0195,181745.8832,4,1
6623,5_1,532314.6539,181086.496,2,1
6624,4_1,532369.4022,179577.1036,1,1
6625,2_1,531323.0215,179585.2491,3,1
6626,1_1,531448.736,181773.944,2,1
6628,6_1,533422.487,180642.3658,3,1
6629,6_1,533979.3868,181124.3664,3,1
6630,6_1,533198.8048,180733.456,3,1
6631,2_1,531223.9849,180183.9455,3,1
6632,5_1,532745.9108,181398.6058,2,1
6633,0_1,533164.4692,179935.4522,1,1
6634,2_1,531271.8001,180434.5551,3,1
6635,4_1,531757.6883,180399.0022,1,1
6636,7_1,531316.6563,180932.9531,4,1
6637,4_1,532438.2293,179344.8666,1,1
6638,0_1,533362.3203,179205.112,1,1
6639,7_1,530660.9072,181579.3252,4,1
6641,0_1,532931.1587,180182.7115,1,1
6642,1_1,531475.2469,181853.8514,2,1
6643,1_1,531517.7977,181992.3009,2,1
6644,1_1,532153.3883,181309.0458,2,1
6645,4_1,532394.9636,179960.6317,1,1
6646,0_1,533632.0073,179946.0127,1,1
6649,2_1,531055.7749,179449.817,3,1
6650,0_1,533844.489,179690.5021,1,1
6651,0_1,533419.9158,179307.3795,1,1
6652,3_1,533204.6303,181316.826,4,1
6653,7_1,530893.5701,180999.5547,4,1
6654,2_1,530756.8513,179566.8832,3,1
6655,2_1,530648.8129,179790.781,3,1
6656,5_1,532977.084,181150.6837,2,1
6657,0_1,534054.6493,179328.9959,1,1
6658,6_1,533491.8653,180840.8218,3,1
6660,6_1,534084.8842,180557.3636,3,1
6661,4_1,531952.0454,179691.0948,1,1
6662,0_1,532848.5213,179221.3602,1,1
6663,0_1,532859.6625,179650.1534,1,1
6664,4_1,531721.7745,179645.7534,1,1
6665,1_1,531617.6606,181755.3292,2,1
6667,0_1,533156.7972,179220.055,1,1
6668,7_1,531336.7709,181987.2897,4,1
6669,2_1,530948.8347,180222.3374,3,1
6670,2_1,531221.1022,179500.0025,3,1
6671,2_1,530882.6899,179743.1094,3,1
6672,2_1,531391.4575,179783.1083,3,1
6673,5_1,532734.5504,181937.9357,2,1
6674,4_1,532401.7679,179785.8475,1,1
6675,5_1,532902.5912,181249.1603,2,1
6676,6_1,533382.1077,180581.0632,3,1
6677,5_1,532354.1266,181608.6935,2,1
6679,4_1,531628.4625,180360.5065,1,1
6680,3_1,533163.9354,181686.7976,4,1
6681,5_1,532774.1645,181730.7758,2,1
6682,5_1,532795.2052,181364.3683,2,1
6684,4_1,532409.3124,180387.0362,1,1
6687,2_1,530927.8462,180089.8641,3,1
6688,0_1,532909.0731,180131.4807,1,1
6689,4_1,531869.3137,180233.5102,1,1
6690,2_1,531497.9375,179776.1012,3,1
6691,2_1,530668.5259,179687.871,3,1
6692,4_1,532168.0443,179632.2049,1,1
6693,2_1,531354.4723,179871.081,3,1
6694,5_1,532739.4783,181944.042,2,1
6695,5_1,532381.4971,181331.3672,2,1
6696,7_1,530973.6037,181134.5431,4,1
6697,2_1,531500.1185,179231.8723,3,1
6698,4_1,531652.5617,180120.0422,1,1
6699,1_1,531882.536,181186.136,2,1
6700,1_1,532036.6988,181334.9332,2,1
6701,3_1,534070.2167,181980.3744,4,1
6702,0_1,533570.4349,179895.5989,1,1
6704,5_1,532766.779,180722.3268,2,1
6705,2_1,531612.8846,180339.9476,3,1
6706,1_1,532030.2008,180898.5525,2,1
6707,1_1,531740.7459,181293.6554,2,1
6708,1_1,531482.534,181168.112,2,1
6709,4_1,532232.6859,180299.0568,1,1
6710,2_1,531527.9427,179391.1897,3,1
6711,1_1,531582.0466,181810.4487,2,1
6712,6_1,533426.0892,180946.8325,3,1
6715,0_1,533216.2115,180079.5119,1,1
6716,4_1,532626.2304,180307.8953,1,1
6717,6_1,534071.6731,180554.3092,3,1
6718,6_1,533741.5117,180861.3921,3,1
6719,1_1,531958.2897,181862.5327,2,1
6720,0_1,533366.2425,179679.632,1,1
6721,3_1,533678.9877,181667.74,4,1
6722,5_1,533000.4435,180915.2874,2,1
6723,1_1,531696.7173,180884.6104,2,1
6724,3_1,533120.6212,181736.3877,4,1
6725,5_1,532642.7542,180927.9743,2,1
6726,6_1,533703.3563,180755.3926,3,1
6728,2_1,530678.4645,179836.8687,3,1
6729,0_1,533367.2593,179404.0083,1,1
6730,5_1,532461.2366,181584.251,2,1
6731,5_1,532831.6359,181216.5633,2,1
6732,1_1,531729.5546,181318.2984,2,1
6734,2_1,530966.7911,180137.2624,3,1
6736,3_1,533675.864,181712.1879,4,1
6737,1_1,531566.3868,181358.0242,2,1
6738,4_1,532091.3904,179505.2344,1,1
6739,4_1,532137.7194,179500.1044,1,1
6740,4_1,532207.3098,180163.3516,1,1
6741,4_1,532070.7555,179554.0102,1,1
6742,4_1,532167.3114,179838.4522,1,1
6743,0_1,533776.6056,179813.387,1,1
6744,0_1,533761.249,179270.7058,1,1
6745,6_1,533256.9229,180763.7196,3,1
6747,1_1,531902.6634,181369.4426,2,1
6748,7_1,531285.5576,180980.6467,4,1
6749,6_1,533781.2368,180418.1969,3,1
6750,2_1,530869.9583,179971.3258,3,1
6751,1_1,531834.1468,181658.8132,2,1
6752,2_1,531297.8202,179499.7578,3,1
6753,6_1,533469.9147,180715.3872,3,1
6755,4_1,532349.2001,179360.4608,1,1
6757,3_1,533922.0753,181808.9057,4,1
6759,5_1,533101.6859,181116.9474,2,1
6760,6_1,533367.6474,180738.3041,3,1
6761,6_1,533908.4381,180452.6957,3,1
6762,4_1,531885.4339,180020.593,1,1
6763,7_1,530979.2408,181976.9319,4,1
6764,4_1,531742.3045,180241.4084,1,1
6765,2_1,531004.3372,179796.5325,3,1
6766,0_1,533257.5827,179934.4585,1,1
6767,4_1,531959.0241,180299.0698,1,1
6770,6_1,533117.5512,180620.9552,3,1
6771,6_1,533176.9213,180894.61,3,1
6772,6_1,534025.4026,180755.7872,3,1
6773,1_1,532002.2718,181295.8624,2,1
6774,0_1,533136.1145,179835.6811,1,1
6775,7_1,531257.9601,180897.6008,4,1
6776,0_1,533005.638,179623.6489,1,1
6777,0_1,533255.017,179485.9745,1,1
6778,2_1,531146.3021,180051.7527,3,1
6779,0_1,533944.5572,179424.5236,1,1
6781,2_1,530886.4877,180091.3995,3,1
6782,4_1,532315.1641,180252.3685,1,1
6783,2_1,531000.9987,179299.3609,3,1
6784,5_1,532941.3545,181567.1393,2,1
6785,6_1,533222.7793,181004.1442,3,1
6786,5_1,533052.9856,181294.9491,2,1
6787,6_1,533308.5289,180606.9258,3,1
6788,5_1,532782.4281,181968.6148,2,1
6789,7_1,530880.4692,181524.245,4,1
6790,7_1,530719.2078,181797.5196,4,1
6791,6_1,533338.9216,180681.3432,3,1
6792,3_1,533253.178,181506.9572,4,1
6793,1_1,532310.9854,181752.0262,2,1
6794,0_1,533109.5183,179462.527,1,1
6795,2_1,531702.95,179337.7813,3,1
6796,1_1,531430.7375,181896.0389,2,1
6797,4_1,532186.5842,179678.9621,1,1
6800,5_1,532809.1206,181776.7499,2,1
6801,0_1,532886.1686,179804.213,1,1
6802,3_1,533331.666,181571.1203,4,1
6803,3_1,534056.6354,181513.7399,4,1
6805,7_1,531039.9412,181410.465,4,1
6806,0_1,533800.5054,179247.8947,1,1
6807,1_1,532151.4682,181053.5173,2,1
6808,7_1,531121.0974,181443.2207,4,1
6809,2_1,530821.129,179698.3712,3,1
6810,0_1,533549.822,179349.9189,1,1
6811,3_1,533107.3467,181526.7905,4,1
6812,5_1,532333.3513,180956.7685,2,1
6813,3_1,533863.7628,181847.7279,4,1
6814,3_1,533330.099,181526.0054,4,1
6815,4_1,531918.7824,180247.7054,1,1
6816,2_1,530728.3982,180034.5665,3,1
6817,3_1,533783.1662,181337.674,4,1
6818,4_1,532155.1655,180294.5259,1,1
6819,5_1,533180.3664,181266.7637,2,1
6821,6_1,533025.6989,180728.0846,3,1
6822,1_1,531554.286,181965.0665,2,1
6823,0_1,533499.884,179745.4922,1,1
6824,4_1,532320.8694,180421.0245,1,1
6825,2_1,530962.4977,179792.4169,3,1
6826,3_1,533612.222,181266.3519,4,1
6827,0_1,533427.3797,180116.8917,1,1
6828,2_1,531446.9151,180039.5175,3,1
6831,0_1,534055.8759,179250.1582,1,1
6832,4_1,532551.5051,179721.4274,1,1
6833,2_1,531179.0954,179329.9045,3,1
6834,7_1,530736.127,181626.1151,4,1
6835,2_1,530690.8216,179598.762,3,1
6838,0_1,533610.3849,179224.9378,1,1
6839,4_1,532412.2378,179366.1336,1,1
6840,6_1,533405.4466,180624.6623,3,1
6841,2_1,531365.4097,179262.9182,3,1
6842,5_1,532437.7664,181500.5076,2,1
6844,5_1,532808.916,181009.3698,2,1
6845,2_1,531395.7796,179360.9461,3,1
6846,4_1,531997.8152,179884.3487,1,1
6847,0_1,533348.3366,179636.2831,1,1
6848,7_1,531131.4315,181465.2032,4,1
6850,7_1,531223.2002,181250.8662,4,1
6851,1_1,531959.1681,181902.5469,2,1
6852,4_1,532408.5719,180218.6896,1,1
6853,4_1,532356.4125,180206.3889,1,1
6855,3_1,533519.5258,181884.5521,4,1
6856,2_1,530762.5336,179888.5855,3,1
6857,3_1,533725.5665,181738.3048,4,1
6858,4_1,532671.8112,179822.9897,1,1
6859,4_1,532611.5481,180338.6388,1,1
6860,2_1,531419.3446,180056.1556,3,1
6861,0_1,533057.3103,179832.5184,1,1
6862,4_1,532601.4048,179287.2708,1,1
6863,7_1,531217.9494,181268.6505,4,1
6864,5_1,532961.3655,181260.0924,2,1
6865,1_1,531508.0602,181662.2045,2,1
6866,0_1,533001.8376,179712.3887,1,1
6867,0_1,533350.221,179662.4848,1,1
6868,7_1,530913.536,181689.9865,4,1
6869,5_1,532908.7926,181554.4406,2,1
6870,4_1,532265.7262,179379.481,1,1
6871,1_1,531742.3655,181494.4377,2,1
6873,7_1,530690.3161,181764.3644,4,1
6874,3_1,533588.1319,181933.8117,4,1
6876,7_1,531054.3201,181980.2758,4,1
6877,7_1,531104.7661,181380.7894,4,1
6878,0_1,532955.8952,180072.7052,1,1
6879,3_1,533246.9299,181441.2501,4,1
6880,3_1,533961.5606,181675.6512,4,1
6881,5_1,532446.2601,181683.0422,2,1
6883,1_1,531428.9381,181860.6647,2,1
6884,7_1,530785.691,181889.4876,4,1
6885,5_1,532315.4326,181437.7931,2,1
6886,0_1,533908.4822,179453.2863,1,1
6887,0_1,533598.3271,179369.3029,1,1
6888,6_1,533937.1873,180333.19,3,1
6890,0_1,533760.711,179309.4314,1,1
6893,4_1,532221.7374,179902.6527,1,1
6894,3_1,533329.0344,181707.3397,4,1
6895,6_1,533760.9399,180732.1099,3,1
6897,0_1,532999.7732,179831.6092,1,1
6898,2_1,531002.7921,179585.312,3,1
6899,3_1,533484.1746,181950.7029,4,1
6900,3_1,533506.6008,181769.7274,4,1
6901,4_1,532735.433,180113.1043,1,1
6902,3_1,533753.7509,181255.9377,4,1
6903,7_1,531018.2348,180922.8096,4,1
6904,4_1,532469.8617,179835.8154,1,1
6906,2_1,530890.6739,179802.2993,3,1
6907,5_1,532469.8371,181997.0419,2,1
6908,2_1,531134.7731,179629.943,3,1
6909,4_1,532715.4415,179577.2194,1,1
6910,0_1,532674.6995,179256.357,1,1
6911,4_1,532293.3758,179477.3931,1,1
6914,2_1,531532.1699,179393.9359,3,1
6915,7_1,531071.2295,181031.0572,4,1
6916,0_1,533093.5098,179679.2529,1,1
6918,5_1,532818.0686,181561.7736,2,1
6919,2_1,531549.557,179657.1722,3,1
6920,1_1,531545.4174,181210.2897,2,1
6921,6_1,533311.3432,181053.9845,3,1
6922,3_1,533861.4645,181364.4787,4,1
6923,0_1,533789.9603,179195.6402,1,1
6924,0_1,533287.474,179776.7906,1,1
6926,0_1,533597.7028,179706.2025,1,1
6927,4_1,532237.6193,180172.6197,1,1
6928,5_1,532656.2948,181512.3247,2,1
6929,6_1,533652.2343,180987.1312,3,1
6931,4_1,532722.1546,179985.4859,1,1
6932,4_1,532616.1029,179447.6039,1,1
6933,5_1,532633.3195,181334.8435,2,1
6935,4_1,532004.0405,179294.6763,1,1
6936,6_1,533942.8387,181252.4672,3,1
6937,3_1,533281.6534,181283.2516,4,1
6938,1_1,531506.9227,181954.0444,2,1
6939,4_1,532711.5324,180152.0306,1,1
6940,5_1,532268.5991,180908.4758,2,1
6941,6_1,533363.6496,180593.2577,3,1
6942,2_1,530942.0359,179414.2022,3,1
6944,7_1,531164.4319,181326.2005,4,1
6945,1_1,532231.5584,181312.6441,2,1
6947,1_1,532279.1131,181549.2757,2,1
6948,2_1,530644.9993,179739.8572,3,1
6949,7_1,531434.7803,181299.8219,4,1
6950,7_1,531146.4118,180857.818,4,1
6951,5_1,532649.0387,180808.1373,2,1
6952,7_1,530852.303,181958.1118,4,1
6953,3_1,533889.4391,181563.3072,4,1
6955,4_1,531877.4452,180205.2615,1,1
6956,6_1,533156.7545,180906.7307,3,1
6957,7_1,531350.0235,181778.4889,4,1
6958,1_1,532108.1745,181174.563,2,1
6959,7_1,531304.3564,181581.2953,4,1
6962,5_1,533010.5622,181445.0331,2,1
6963,4_1,532245.9275,180415.0919,1,1
6964,2_1,531620.1318,180260.9248,3,1
6965,0_1,533634.3543,179905.1864,1,1
6966,4_1,532770.906,179928.9896,1,1
6967,7_1,530651.4301,180991.4289,4,1
6968,7_1,531402.4999,181236.1679,4,1
6969,6_1,533106.9296,180613.0368,3,1
6970,7_1,530849.1302,181290.2736,4,1
6972,1_1,532206.2046,181507.0123,2,1
6973,7_1,531014.6273,180843.2628,4,1
6976,1_1,532291.2117,181975.9369,2,1
6977,2_1,531000.6593,180219.6869,3,1
6978,3_1,533073.5141,181901.2484,4,1
6979,4_1,532228.3876,179607.6933,1,1
6980,0_1,533658.8309,179636.0553,1,1
6981,2_1,530655.4769,179671.0454,3,1
6982,7_1,531348.5819,181325.7137,4,1
6983,1_1,532254.9871,181766.04,2,1
6984,5_1,532545.0034,180958.4125,2,1
6985,4_1,531689.3699,180247.0208,1,1
6988,3_1,533394.4531,181872.3152,4,1
6990,5_1,532669.9209,180874.6538,2,1
6991,1_1,531858.7651,180966.5916,2,1
6992,6_1,533786.5512,180812.8543,3,1
6994,4_1,532312.0428,180187.7943,1,1
6995,1_1,531590.7295,180916.4598,2,1
6996,7_1,531006.9608,181685.1957,4,1
6999,0_1,533923.2279,179575.1218,1,1
7002,2_1,531146.8192,179351.2534,3,1
7003,5_1,532426.1036,181742.9779,2,1
7004,3_1,533891.7174,181620.1127,4,1
7005,4_1,532441.6396,180113.7209,1,1
7006,6_1,533674.6409,180821.8371,3,1
7007,0_1,533826.1485,179242.676,1,1
7008,6_1,533717.2285,181164.8249,3,1
7009,3_1,533197.0138,181589.3782,4,1
7010,2_1,531439.0327,179667.81,3,1
7011,4_1,532777.6036,180264.6098,1,1
7012,1_1,532102.605,180902.7702,2,1
7013,2_1,531126.2695,180419.6661,3,1
7014,3_1,533328.3874,181392.9697,4,1
7015,5_1,532927.4555,181228.64,2,1
7016,1_1,531738.628,181604.8211,2,1
7017,1_1,532127.8219,181656.5282,2,1
7018,5_1,532824.6954,180820.8573,2,1
7020,1_1,531996.1191,181350.0303,2,1
7021,2_1,531451.9964,179851.1724,3,1
7022,2_1,530748.008,180109.6347,3,1
7023,7_1,531309.7914,181799.6082,4,1
7024,6_1,533457.4515,180581.7702,3,1
7025,7_1,530893.5355,181469.5986,4,1
7026,0_1,534070.3685,179702.9173,1,1
7027,3_1,533409.09,181793.8609,4,1
7028,0_1,533099.7944,179724.599,1,1
7029,0_1,533492.8002,179914.6123,1,1
7030,4_1,532279.7197,179479.5439,1,1
7031,2_1,531543.2107,179587.1908,3,1
7032,4_1,531994.8244,179308.7324,1,1
7033,2_1,531448.9638,179484.4762,3,1
7034,0_1,533204.8284,180145.4476,1,1
7035,7_1,530841.2947,181094.0322,4,1
7036,0_1,533210.7845,179419.9815,1,1
7037,3_1,533497.5256,182004.282,4,1
7038,1_1,531947.1425,181243.568,2,1
7039,4_1,532002.5681,179289.4724,1,1
7040,2_1,531621.7754,179971.2438,3,1
7041,4_1,532512.4877,180083.2258,1,1
7042,5_1,532491.924,181406.8742,2,1
7044,4_1,532398.9179,180075.6942,1,1
7045,2_1,531233.6831,179455.068,3,1
7046,5_1,533015.5622,181526.768,2,1
7047,2_1,531085.1377,180179.13,3,1
7048,1_1,531745.3617,181703.6334,2,1
7049,2_1,531075.6012,179286.371,3,1
7050,4_1,532014.3524,179517.945,1,1
7051,2_1,530860.9846,179700.9607,3,1
7052,7_1,530733.3514,181944.2366,4,1
7053,3_1,533801.2734,181632.8184,4,1
7054,0_1,533252.7082,180216.7719,1,1
7055,7_1,530924.8513,180956.7423,4,1
7056,2_1,531339.9638,179771.4307,3,1
7057,5_1,532584.4156,181153.9774,2,1
7058,2_1,531542.9903,180424.6835,3,1
7059,6_1,533205.033,180737.3731,3,1
7060,5_1,532397.8875,181122.8343,2,1
7062,1_1,531779.1867,181737.6717,2,1
7063,3_1,533446.4799,181692.5383,4,1
7064,2_1,530967.5271,179711.0663,3,1
7065,1_1,531640.5241,181514.3012,2,1
7066,3_1,533704.7961,181658.5576,4,1
7067,2_1,531442.1524,179939.6977,3,1
7068,5_1,532332.5375,181076.2029,2,1
7069,1_1,531488.5895,181255.2491,2,1
7070,2_1,530994.4339,179595.2596,3,1
7071,1_1,531473.038,181935.5636,2,1
7072,0_1,533619.2133,179795.032,1,1
7073,1_1,531656.5461,181638.458,2,1
7074,1_1,531840.2395,181103.0351,2,1
7075,6_1,533754.1125,180931.2919,3,1
7076,1_1,531474.0701,181241.915,2,1
7079,5_1,532796.295,180988.8932,2,1
7080,7_1,530975.2815,181832.8459,4,1
7081,2_1,530875.7277,179814.0753,3,1
7082,6_1,533509.6335,180984.322,3,1
7083,4_1,531741.9277,179837.1193,1,1
7085,1_1,531461.0471,181550.4599,2,1
7086,6_1,534061.4934,180857.0971,3,1
7087,0_1,533005.988,179210.2182,1,1
7088,3_1,533634.8728,181969.0224,4,1
7090,0_1,532999.1673,179317.1911,1,1
7091,6_1,533669.6665,180627.4518,3,1
7092,2_1,531473.8953,180215.088,3,1
7093,0_1,532950.4637,179869.7347,1,1
7094,2_1,531554.1722,180393.8947,3,1
7095,0_1,533896.8055,179236.8244,1,1
7096,6_1,533430.8366,180855.1812,3,1
7097,4_1,531794.3225,179759.6962,1,1
7098,0_1,532999.6006,180026.2657,1,1
7099,0_1,532831.1166,179459.6281,1,1
7100,4_1,531657.9154,180406.265,1,1
7101,4_1,532564.6086,179277.4121,1,1
7102,0_1,533674.1102,179372.4487,1,1
7103,0_1,533645.9623,180016.401,1,1
7105,6_1,533434.3748,180781.2092,3,1
7106,5_1,532550.6812,181222.8091,2,1
7108,1_1,531914.7755,181865.413,2,1
7109,6_1,533916.3177,180388.9863,3,1
7110,4_1,531854.3705,179495.4393,1,1
7111,2_1,530768.1651,179735.1361,3,1
7112,3_1,533950.4847,181340.0039,4,1
7113,7_1,530867.5375,181139.1474,4,1
7114,3_1,533295.6137,181535.7048,4,1
7115,0_1,532902.3519,179352.4757,1,1
7116,4_1,531795.4315,180382.9364,1,1
7117,2_1,531153.4174,179989.9699,3,1
7118,0_1,533002.3742,179242.2087,1,1
7119,5_1,532548.789,181388.3648,2,1
7120,5_1,532915.6589,181108.521,2,1
7121,3_1,533321.3685,181295.4049,4,1
7122,3_1,533181.2645,181774.4793,4,1
7123,2_1,531367.2251,180409.2481,3,1
7124,0_1,533789.5212,179803.1066,1,1
7125,6_1,533446.0538,180683.0197,3,1
7126,1_1,531774.3901,181744.3117,2,1
7127,5_1,532782.1995,181884.0723,2,1
7128,5_1,532481.4166,181914.5157,2,1
7129,2_1,530900.82,179668.1938,3,1
7130,6_1,533496.5647,180733.6505,3,1
7131,0_1,533681.3635,179759.4018,1,1
7132,6_1,533599.1348,180587.1291,3,1
7133,4_1,531882.3851,180206.6536,1,1
7134,6_1,533252.8699,181192.289,3,1
7135,2_1,530666.4459,179589.184,3,1
7137,7_1,531183.8946,181632.0282,4,1
7138,2_1,531494.7989,179682.6183,3,1
7139,3_1,533229.2056,181368.6041,4,1
7141,7_1,531279.0819,181124.907,4,1
7142,0_1,533389.3823,179784.9023,1,1
7143,0_1,533334.8883,179817.2615,1,1
7144,6_1,533671.849,180908.0109,3,1
7145,3_1,533352.1873,181221.3606,4,1
7146,5_1,532859.7636,181807.7583,2,1
7147,5_1,532233.8768,180897.056,2,1
7148,5_1,532485.6188,181470,2,1
7149,4_1,531824.8838,179570.802,1,1
7151,2_1,531662.3905,179246.1099,3,1
7152,1_1,531709.1201,181754.1558,2,1
7153,2_1,531118.8107,179556.4618,3,1
7154,7_1,530998.724,181645.6584,4,1
7155,1_1,531761.6677,181197.9384,2,1
7156,1_1,532058.1535,181363.0895,2,1
7157,6_1,533832.4184,180479.7502,3,1
7158,7_1,531228.0313,181648.0621,4,1
7159,4_1,531735.6234,180183.9264,1,1
7160,3_1,533877.5111,181682.1425,4,1
7161,5_1,532345.5986,180905.3831,2,1
7162,1_1,531924.8956,180911.0507,2,1
7163,7_1,531454.9466,180956.8104,4,1
7164,5_1,532590.2099,181024.3436,2,1
7165,5_1,532447.1981,180774.5652,2,1
7166,5_1,532927.9742,180716.6136,2,1
7168,1_1,531833.7231,181980.2539,2,1
7169,1_1,531937.178,181246.618,2,1
7170,1_1,532102.911,181386.1069,2,1
7171,1_1,532000.096,181329.0409,2,1
7174,6_1,533674.4079,180534.9471,3,1
7175,1_1,531606.0112,181664.4864,2,1
7176,2_1,530752.2197,179215.1016,3,1
7178,1_1,531462.3883,181982.4842,2,1
7179,4_1,531689.2829,180177.8218,1,1
7180,3_1,533404.2564,181797.5,4,1
7181,5_1,533022.1263,180928.0831,2,1
7182,1_1,531776.2761,181637.6346,2,1
7183,5_1,532484.0223,180752.0561,2,1
7184,5_1,532594.7194,180703.6995,2,1
7185,1_1,532190.9272,181285.355,2,1
7186,5_1,532638.3137,181964.1463,2,1
7187,3_1,533918.6462,181549.8008,4,1
7188,7_1,530852.5557,180888.6508,4,1
7190,1_1,532143.9668,181605.89,2,1
7191,0_1,533079.2141,179310.1568,1,1
7192,1_1,532355.9975,181847.9733,2,1
7193,6_1,534065.3358,180834.4144,3,1
7194,3_1,533185.9788,181575.015,4,1
7195,5_1,532511.5507,181019.4178,2,1
7196,2_1,530791.3841,179792.7822,3,1
7197,1_1,531578.1188,181960.477,2,1
7198,3_1,533514.3759,181514.0454,4,1
7199,1_1,531590.7843,181904.081,2,1
7200,5_1,533023.3507,181622.4188,2,1
7202,3_1,533334.1003,181587.8071,4,1
7204,1_1,531803.9866,181184.5357,2,1
7205,3_1,533594.3464,181417.632,4,1
7206,6_1,533853.4994,180845.0864,3,1
7207,7_1,531213.5808,181239.5095,4,1
7208,0_1,534087.1029,179752.1893,1,1
7209,0_1,533096.3495,179496.3947,1,1
7210,3_1,533397.9333,181970.777,4,1
7212,7_1,530748.6613,181499.8326,4,1
7213,6_1,533618.5345,181224.0092,3,1
7214,4_1,531791.9141,180425.3998,1,1
7215,1_1,531983.3842,181764.8282,2,1
7216,4_1,532007.251,180394.3118,1,1
7217,2_1,530842.5464,179604.7549,3,1
7218,3_1,533077.7886,181611.0704,4,1
7220,1_1,531542.0886,180975.564,2,1
7221,4_1,531820.3808,180437.2532,1,1
7222,3_1,534075.7747,181926.0731,4,1
7223,4_1,532186.4979,179481.0868,1,1
7224,0_1,533654.9758,179924.406,1,1
7225,0_1,533017.7609,179626.9872,1,1
7226,4_1,532599.805,179553.5055,1,1
7227,4_1,531771.5406,180338.167,1,1
7228,6_1,533840.9165,180465.6821,3,1
7229,4_1,531737.7866,179948.0658,1,1
7230,0_1,532971.8219,180152.1219,1,1
7234,7_1,530964.3908,181494.917,4,1
7235,1_1,531973.378,180934.181,2,1
7236,7_1,531159.7427,181947.125,4,1
7238,4_1,531806.8977,180150.2502,1,1
7239,7_1,531308.9349,181457.628,4,1
7240,7_1,530847.0331,181158.544,4,1
7241,1_1,531864.5843,181282.5106,2,1
7242,0_1,532761.7902,179510.0461,1,1
7243,3_1,533572.081,181418.5127,4,1
7244,3_1,533733.9791,181801.8331,4,1
7245,5_1,532788.7577,181657.7333,2,1
7246,4_1,532219.1632,180430.9078,1,1
7247,4_1,532563.2989,179397.3757,1,1
7248,2_1,530734.7863,180071.8322,3,1
7250,7_1,530795.4978,181749.8644,4,1
7253,5_1,532811.4088,181417.4156,2,1
7255,2_1,531406.7051,180211.0483,3,1
7256,2_1,530921.349,179527.1645,3,1
7257,4_1,531845.0385,179920.9991,1,1
7258,2_1,531453.59,180183.3004,3,1
7259,5_1,532758.345,180648.0729,2,1
7260,4_1,532427.5663,180385.3301,1,1
7261,4_1,531867.7373,180301.9985,1,1
7262,2_1,531121.6356,179349.6618,3,1
7263,6_1,533958.8666,180369.3477,3,1
7264,4_1,531741.6513,179442.8443,1,1
7265,2_1,531014.8583,179733.378,3,1
7266,7_1,530774.69,181868.8586,4,1
7267,1_1,531624.1099,181199.3382,2,1
7268,2_1,530811.3187,179810.9438,3,1
7269,5_1,532633.9288,180693.3418,2,1
7270,4_1,532566.1255,180211.7045,1,1
7272,2_1,531203.7635,179941.3825,3,1
7273,7_1,531302.6831,181132.7453,4,1
7274,4_1,531901.2115,179850.8424,1,1
7275,6_1,533313.9312,181111.0004,3,1
7276,5_1,532572.8129,181529.7564,2,1
7277,3_1,533828.9294,181266.5552,4,1
7279,5_1,533096.7558,181384.3542,2,1
7280,0_1,533627.2961,179496.7462,1,1
7281,5_1,532213.4639,180905.8568,2,1
7282,0_1,532856.2379,179712.4453,1,1
